productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,productkeywords,productnameshort,productweight,freeshippingitem,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription
EN0002,EN0002,Environ AVST 2,,,,12,1/27/2016 12:23,,,,,Environ AVST 2,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN0003,EN0003,Environ AVST 3,,,,9,1/27/2016 12:21,,,,,Environ AVST 3,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN0004,EN0004,Environ AVST 4,,,,13,1/27/2016 12:21,,,,,Environ AVST 4,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN0005,EN0005,Environ AVST 5,,,,7,1/28/2016 14:22,,,,,Environ AVST 5,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN0006,EN0006,Environ AVST Body Oil,,,,9,1/14/2016 14:02,,,,,Environ AVST Body Oil,0.5,N,,,,,N,,N,N,,,Body oils
EN0007,EN0007,Environ AVST Eye Gel,,,,4,1/27/2016 11:58,,,,,Environ AVST Eye Gel,0.5,N,,,,,N,,N,N,,,"Eyecare, Serums & gels"
EN0008,EN0008,Environ AVST Gel,,,,0,1/13/2016 15:55,,,,,Environ AVST Gel,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN0009,EN0009,Environ AVST Hydrating Exfolient Masque,,,,1,1/26/2016 12:11,,,,,Environ AVST Hydrating Exfolient Masque,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN0010,EN0010,Environ AVST Hydrating Lotion 200ml,,,,1,1/13/2016 15:55,,,,,Environ AVST Hydrating Lotion 200ml,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN0012,EN0012,Environ AVST Eye Make-Up Remover,,,,0,1/13/2016 15:55,,,,,Environ AVST Eye Make-Up Remover,0.5,N,,,,,N,,N,N,,,"Makeup, Eyecare"
EN0013,EN0013,Environ AVST Moisturising Toner,,,,10,1/27/2016 12:21,,,,,Environ AVST Moisturising Toner,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN0014,EN0014,Environ AVST Pre-Cleansing Oil,,,,11,1/27/2016 12:21,,,,,Environ AVST Pre-Cleansing Oil,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN0015,EN0015,Environ AVST Cleansing Lotion,,,,14,1/27/2016 12:23,,,,,Environ AVST Cleansing Lotion,0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EN1001,EN1001,Environ C-Quence 1,,,,0,1/13/2016 15:55,,,,,Environ C-Quence 1,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN1002,EN1002,Environ C-Quence 2,,,,0,1/28/2016 12:18,,,,,Environ C-Quence 2,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN1003,EN1003,Environ C-Quence 3,,,,0,1/26/2016 11:18,,,,,Environ C-Quence 3,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN1004,EN1004,Environ C-Quence 4,,,,-1,1/28/2016 15:17,,,,,Environ C-Quence 4,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN1005,EN1005,Environ C-Quence Creme,,,,5,1/13/2016 15:55,,,,,Environ C-Quence Creme,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN1006,EN1006,Environ C-Quence Cleanser,,,,0,1/28/2016 14:21,,,,,Environ C-Quence Cleanser,0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EN1007,EN1007,Environ C-Quence Energising Masque,,,,0,1/13/2016 15:55,,,,,Environ C-Quence Energising Masque,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN1008,EN1008,Environ C-Quence Eye Gel,,,,15,1/27/2016 12:23,,,,,Environ C-Quence Eye Gel,0.5,N,,,,,N,,N,N,,,"Eyecare, Serums & gels"
EN1009,EN1009,Environ C-Quence Toner,,,,0,1/18/2016 10:48,,,,,Environ C-Quence Toner,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN1010,EN1010,Environ Focus Frown Serum,,,,1,1/13/2016 15:55,,,,,Environ Focus Frown Serum,0.5,N,,,,,N,,N,N,,,Serums & gels
EN1011,EN1011,Environ Focus Hydrating Serum,,,,1,1/25/2016 15:36,,,,,Environ Focus Hydrating Serum,0.5,N,,,,,N,,N,N,,,Serums & gels
EN2001,EN2001,Environ Sebuprep,,,,2,1/27/2016 11:58,,,,,Environ Sebuprep,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN2002,EN2002,Environ Sebuwash,,,,6,1/27/2016 12:21,,,,,Environ Sebuwash,0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EN2003,EN2003,Environ Sebutone,,,,1,1/27/2016 11:58,,,,,Environ Sebutone,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN2004,EN2004,Environ Sebugel-A,,,,2,1/13/2016 15:55,,,,,Environ Sebugel-A,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN2005,EN2005,Environ Sebuspot,,,,0,1/13/2016 15:55,,,,,Environ Sebuspot,0.5,N,,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
EN2006,EN2006,Environ Sebumasque,,,,0,1/13/2016 15:55,,,,sebumask,Environ Sebumasque,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN3001,EN3001,Environ Alpha Hydroxy Cream,,,,0,1/27/2016 11:58,,,,,Environ Alpha Hydroxy Cream,0.5,N,,,,,N,,N,N,,,"Serums & gels, Supplements"
EN3002,EN3002,Environ Alpha Hydroxy Gel,,,,1,1/13/2016 15:55,,,,,Environ Alpha Hydroxy Gel,0.5,N,,,,,N,,N,N,,,"Serums & gels, Supplements"
EN3003,EN3003,Environ Antioxidant Gel,,,,0,1/13/2016 15:55,,,,,Environ Antioxidant Gel,0.5,N,,,,,N,,N,N,,,"Serums & gels, Supplements"
EN3004,EN3004,Environ Alpha Toner Forte 100ml,,,,0,1/13/2016 15:55,,,,,Environ Alpha Toner Forte 100ml,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN3005,EN3005,Environ Alpha Toner Forte 200ml,,,,3,1/22/2016 11:00,,,,,Environ Alpha Toner Forte 200ml,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN3006,EN3006,Environ Colostrum Gel,,,,3,1/25/2016 15:36,,,,,Environ Colostrum Gel,0.5,N,,,,,N,,N,N,,,"Serums & gels, Supplements"
EN3007,EN3007,Environ Hydrating Oil Capsules,,,,14,1/27/2016 12:23,,,,,Environ Hydrating Oil Capsules,0.5,N,,,,,N,,N,N,,,Body oils
EN3008 1,EN3008 1,Environ Retinol 1,,,,-1,1/28/2016 14:21,,,,,Environ Retinol 1,0.5,N,,,,,N,,N,N,,,Serums & gels
EN3008 2,EN3008 2,Environ Retinol 2,,,,0,1/13/2016 15:55,,,,,Environ Retinol 2,0.5,N,,,,,N,,N,N,,,Serums & gels
EN3008 3,EN3008 3,Environ Retinol 3,,,,-1,1/28/2016 14:21,,,,,Environ Retinol 3,0.5,N,,,,,N,,N,N,,,Serums & gels
EN3009,EN3009,Environ Super Moisturiser Plus,,,,12,1/22/2016 11:00,,,,,Environ Super Moisturiser Plus,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN3010,EN3010,Environ Revival Masque,,,,6,1/18/2016 10:48,,,,,Environ Revival Masque,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN3011,EN3011,Environ Avance DFP 312,10/14/2015 0:00,,,7,1/13/2016 15:55,,,,,Environ Avance DFP 312,0.5,N,,,,,N,,N,N,,,Serums & gels
EN4001,EN4001,Environ Body Profile,,,,0,1/13/2016 15:55,,,,,Environ Body Profile,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN4002,EN4002,Environ Enhanced EssentiA Oil,,,,-1,1/28/2016 14:55,,,,,Environ Enhanced EssentiA Oil,0.5,N,,,,,N,,N,N,,,Body oils
EN4003,EN4003,Environ Body Cream,,,,0,1/13/2016 15:55,,,,,Environ Body Cream,0.5,N,,,,,N,,N,N,,,Body oils
EN4004,EN4004,Environ Hand & Nail Cream,,,,0,1/13/2016 15:55,,,,,Environ Hand & Nail Cream,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN4005,EN4005,Environ Hair & Scalp Tonic,,,,0,1/13/2016 15:55,,,,,Environ Hair & Scalp Tonic,0.5,N,,,,,N,,N,N,,,Haircare
EN4006,EN4006,Environ Shaving Oil,,,,0,1/13/2016 15:55,,,,,Environ Shaving Oil,0.5,N,,,,,N,,N,N,,,"Male grooming, Body oils"
EN5000,EN5000,Environ RAD Spray SPF25,,,Y,0,1/14/2016 14:09,,,,,Environ RAD Spray SPF25,0.5,N,,,,,N,,N,N,,,Suncare
EN5001,EN5001,Environ RAD SPF15,,,,-3,1/28/2016 14:21,,,,,Environ RAD SPF15,0.5,N,,,,,N,,N,N,,,Suncare
EN5002,EN5002,Environ RAD Lips SPF15,,,,1,1/15/2016 12:56,,,,,Environ RAD Lips SPF15,0.5,N,,,,,N,,N,N,,,Suncare
EN5003,EN5003,Environ Alpha Day Lotion SPF15,,,,0,1/27/2016 11:58,,,,,Environ Alpha Day Lotion SPF15,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN5004,EN5004,Environ Cleansing Gel,,,,0,1/13/2016 15:55,,,,,Environ Cleansing Gel,0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EN5005,EN5005,Environ Colostrum Capsules,,,,1,1/20/2016 11:03,,,,,Environ Colostrum Capsules,0.5,N,,,,,N,,N,N,,,Supplements
EN6001,EN6001,Environ Pre-Treatment Pack,,,,,1/13/2016 15:55,,,,,Environ Pre-Treatment Pack,0.5,N,,,,,N,,N,N,,,Accessories
EN6002,EN6002,Environ Post-Treatment Pack,,,,,1/13/2016 15:55,,,,,Environ Post-Treatment Pack,0.5,N,,,,,N,,N,N,,,Accessories
EN6004-1,EN6004,Environ Christmas Gift Box - AVST 1,1/10/2015 0:00,,,2,1/27/2016 12:23,,,,,Environ Christmas Gift Box - AVST 1,0.5,N,,,,,N,,N,N,,,Accessories
EN6004-2,EN6004,Environ Christmas Gift Box - AVST 2,1/10/2015 0:00,,,1,1/27/2016 12:22,,,,,Environ Christmas Gift Box - AVST 2,0.5,N,,,,,N,,N,N,,,Accessories
EN6004-3,EN6004,Environ Christmas Gift Box - AVST 3,1/10/2015 0:00,,,2,1/27/2016 12:23,,,,,Environ Christmas Gift Box - AVST 3,0.5,N,,,,,N,,N,N,,,Accessories
EN6004-4,EN6004,Environ Christmas Gift Box - AVST 4,1/10/2015 0:00,,,2,1/27/2016 12:23,,,,,Environ Christmas Gift Box - AVST 4,0.5,N,,,,,N,,N,N,,,Accessories
EN6004-5,EN6004,Environ Christmas Gift Box - AVST 5,1/10/2015 0:00,,,2,1/27/2016 12:23,,,,,Environ Christmas Gift Box - AVST 5,0.5,N,,,,,N,,N,N,,,Accessories
EN6005,EN6005,Environ Starter Kit - 5 FREE Products,,,,3,1/25/2016 15:36,,,,,Environ Starter Kit - 5 FREE Products,0.5,N,,,,,N,,N,N,,,Accessories
EN6006,EN6006,Environ Mother's Day Kit - 2 FREE Products,,,Y,0,9/29/2015 11:37,,,,,Environ Mother's Day Kit - 2 FREE Products,0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Accessories, Moisturisers & creams"
EN7001,EN7001,Environ Clarifying Lotion,,,,1,1/27/2016 12:21,,,,,Environ Clarifying Lotion,0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN7002,EN7002,Environ C-Boost,,,,17,1/27/2016 12:21,,,,,Environ C-Boost,0.5,N,,,,,N,,N,N,,,"Serums & gels, Supplements"
EN8001,EN8001,Environ Roll CIT,,,,0,1/22/2016 9:41,,,,,Environ Roll CIT,0.5,N,,,,,N,,N,N,,,Accessories
EN8002,EN8002,Environ Body Roll CIT,,,,0,9/29/2015 11:37,,,,,Environ Body Roll CIT,0.5,N,,,,,N,,N,N,,,Accessories
EN8003,EN8003,Environ Focus CIT,,,,0,12/15/2015 15:16,,,,,Environ Focus CIT,0.5,N,,,,,N,,N,N,,,Accessories
EN8004,EN8004,Environ Roll-CIT Cleaning Solution,,,,0,1/25/2016 10:16,,,,,Environ Roll-CIT Cleaning Solution,0.5,N,,,,,N,,N,N,,,Accessories
EN8005,EN8005,Environ GOLD Roll-CIT,,,,0,9/29/2015 11:37,,,,,Environ GOLD Roll-CIT,0.5,N,,,,,N,,N,N,,,Accessories
EN8006,EN8006,Environ Apres CIT,,,,0,9/29/2015 11:37,,,,,Environ Apres CIT,0.5,N,,,,,N,,N,N,,,Serums & gels
EN9001,EN9001,Environ Cleansing Milk 500ml (Salon),,,Y,2,1/26/2016 11:15,,,,,Environ Cleansing Milk 500ml (Salon),0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EN9002,EN9002,Environ Cleansing Gel 500ml (Salon),,,Y,2,1/26/2016 12:02,,,,,Environ Cleansing Gel 500ml (Salon),0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EN9003,EN9003,Environ Colostrum Gel 50ml (Salon),,,Y,0,9/29/2015 11:37,,,,,Environ Colostrum Gel 50ml (Salon),0.5,N,,,,,N,,N,N,,,"Serums & gels, Supplements"
EN9004,EN9004,Environ Treatment Gel (Salon),,,Y,0,1/8/2016 12:18,,,,,Environ Treatment Gel (Salon),0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN9005,EN9005,"Environ Professional Vitamin A, C & E Body Oil (Salon)",,,Y,0,10/21/2015 15:04,,,,,,0.5,N,,,,,N,,N,N,,,Body oils
EN9006,EN9006,Environ Clay Masque (Salon),,,Y,0,11/4/2015 12:08,,,,,Environ Clay Masque (Salon),0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN9007,EN9007,Environ Intensive Retinol Serum (Salon),,,Y,0,4/30/2015 12:32,,,,,Environ Intensive Retinol Serum (Salon),0.5,N,,,,,N,,N,N,,,Serums & gels
EN9008,EN9008,Environ Alpha Toner Mild 500ml (Salon),,,Y,0,11/4/2015 12:08,,,,,Environ Alpha Toner Mild 500ml (Salon),0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN9009,EN9009,Environ Alpha Toner Forte 500ml (Salon),,,Y,0,12/23/2015 10:50,,,,,Environ Alpha Toner Forte 500ml (Salon),0.5,N,,,,,N,,N,N,,,Toners & cleansers
EN9010,EN9010,Environ Moisturiser (Salon),,,Y,0,11/4/2015 12:08,,,,,Environ Moisturiser (Salon),0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN9011,EN9011,Environ Massage Cream (Salon),,,Y,0,4/30/2015 12:32,,,,,Environ Massage Cream (Salon),0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN9012,EN9012,Environ Alginate Masque (Salon),,,Y,0,4/30/2015 12:32,,,,,Environ Alginate Masque (Salon),0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN9013,EN9013,Environ A & C Serum 1 (Salon),,,Y,0,4/30/2015 12:32,,,,,Environ A & C Serum 1 (Salon),0.5,N,,,,,N,,N,N,,,Serums & gels
EN9014,EN9014,Environ A & C Serum 2 (Salon),,,Y,0,4/30/2015 12:32,,,,,Environ A & C Serum 2 (Salon),0.5,N,,,,,N,,N,N,,,Serums & gels
EN9015,EN9015,Environ A & C Serum 3 (Salon),,,Y,0,4/30/2015 12:32,,,,,Environ A & C Serum 3 (Salon),0.5,N,,,,,N,,N,N,,,Serums & gels
EN9016,EN9016,Environ Pre-Cleansing Oil 300ml (Salon),,,Y,0,11/4/2015 12:08,,,,,Environ Pre-Cleansing Oil 300ml (Salon),0.5,N,,,,,N,,N,N,,,Serums & gels
EN9017,EN9017,Environ Eye Make-Up Remover 300ml (Salon),,,Y,0,4/30/2015 12:32,,,,,Environ Eye Make-Up Remover 300ml (Salon),0.5,N,,,,,N,,N,N,,,Serums & gels
EN9903 S,EN9903 S,Environ AVST 1 Sample,,,Y,42,10/12/2015 16:45,,,,,Environ AVST 1 Sample,0.5,N,,,,,N,,N,N,,,Moisturisers & creams
EN9904 S,EN9904 S,Environ AVST Eye Gel Sample,,,Y,,1/15/2016 13:54,,,,,Environ AVST Eye Gel Sample,0.5,N,,,,,N,,N,N,,,"Eyecare, Serums & gels"
EN9999,EN9999,Environ Acne Pack,,,,6,3/10/2015 14:42,,,EN2002,,Environ Acne Pack,0.5,N,,,,,N,,N,N,,,"Toners & cleansers, Accessories, Moisturisers & creams"
END001,END001,Endocare Concentrate (Ampoules),,,,11,10/14/2015 14:03,,,,Endocare Intensive Repair Serum Ampoules,Endocare Concentrate (Ampoules),0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
END002,END002,Endocare Day SPF 30,,,,1,10/14/2015 12:40,,,,Endocare Day Moisturiser SPF 30,Endocare Day SPF 30,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Moisturisers & creams
END003,END003,Endocare Eye & Lip Contour,,,,1,10/14/2015 12:38,,,,Endocare Eye & Lip Contour,Endocare Eye & Lip Contour,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
END004,END004,Endocare Gelcream,,,,2,10/14/2015 12:36,,,,Endocare Gelcream Bio-Repair,Endocare Gelcream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
END005,END005,Endocare Regenerating Lotion,,,,2,10/14/2015 12:35,,,,Endocare Regenerating Lotion,Endocare Regenerating Lotion,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
END006,END006,Endocare Tensage Cream,,,,10,10/14/2015 12:35,,,,Endocare Tensage Re-Firming Cream,Endocare Tensage Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
END007,END007,Endocare Tensage Serum,,,,1,8/28/2015 13:51,,,,"endocare, tensage serum, aestheticare,",Endocare Tensage Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
END008,END008,Endocare Tensage Radiance Eye Contour,,,,1,10/14/2015 12:35,,,,Endocare Tensage Radiance Eye Contour,Endocare Tensage Radiance Eye Contour,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
END009,END009,Endocare Tensage Ampoules,,,,1,8/28/2015 13:56,,,,,Endocare Tensage Ampoules,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
END010,END010,Endocare Skin Regeneration Pack,,,,0,8/28/2015 13:57,,,,,Endocare Skin Regeneration Pack,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits,,,,N,,N,N,,,"Toners & cleansers, Accessories, Moisturisers & creams"
EX001,EX001,Exuviance Blemish Treatment Gel,,,,8,12/16/2015 11:40,,,,"blemish treatment gel, pigmentation, exuviance,",Exuviance Blemish Treatment Gel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
EX002,EX002,Exuviance Brightening Bionic Eye Creme Plus,,,,4,8/10/2015 12:12,,,,"brightening bionic eye cream plus, creme, exuviance,",Exuviance Brightening Bionic Eye Creme Plus,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Moisturisers & creams, Eyecare"
EX003,EX003,Exuviance Clarifying Facial Cleanser,,,,3,12/2/2015 11:31,,,,"clarifying facial cleanser, exuviance,",Exuviance Clarifying Facial Cleanser,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EX004,EX004,Exuviance Clarifying Solution,,,,5,1/11/2016 9:52,,,,"clarifying solution, exuviance,",Exuviance Clarifying Solution,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,Toners & cleansers
EX005,EX005,Exuviance Daily Defense Creme SPF 20,,,,5,1/18/2016 10:57,,,,"daily defense creme, spf 15, exuviance, essential",Exuviance Daily Defense Creme SPF 20,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
EX007,EX007,Exuviance Evening Restorative Complex,,,,8,1/18/2016 10:57,,,,"evening restorative complex, exuviance,",Exuviance Evening Restorative Complex,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EX008,EX008,Exuviance Gentle Cleansing Creme,,,,5,1/11/2016 9:52,,,,"gentle cleansing creme, exuviance,",Exuviance Gentle Cleansing Creme,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EX009,EX009,Exuviance Hydrating Eye Complex,,,,6,12/16/2015 11:40,,,,"exuviance eye complex, exuviance eye cream, eye cream, hydrating eye complex,",Exuviance Hydrating Eye Complex,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
EX010,EX010,Exuviance Hydrating Hand & Body Lotion,,,,1,1/26/2016 11:18,,,,"hydrating hand and body lotion, exuviance,",Exuviance Hydrating Hand & Body Lotion,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Body Lotion,,,,N,,N,N,,,Body oils
EX012,EX012,Exuviance Intensive Eye Treatment Pads (4 pairs),,,,2,10/20/2015 10:25,,,,"intensive eye treatment pads, exuviance,",Exuviance Intensive Eye Treatment Pads (4 pairs),0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
EX013,EX013,Exuviance Moisture Balance Toner,,,,7,12/1/2015 11:38,,,,"moisture balance toner, exuviance,",Exuviance Moisture Balance Toner,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents,,,,N,,N,N,,,Toners & cleansers
EX014,EX014,Exuviance Multi-Protective Day Creme SPF 20,,,,7,1/11/2016 9:52,,,,"multi protective day creme, exuviance",Exuviance Multi-Protective Day Creme SPF 20,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
EX016,EX016,Exuviance Purifying Clay Masque,,,,4,1/18/2016 10:57,,,,"purifying clay masque, exuviance,",Exuviance Purifying Clay Masque,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,,,,N,,N,N,,,Moisturisers & creams
EX017,EX017,Exuviance Purifying Cleansing Gel,,,,5,12/1/2015 11:38,,,,"purifying cleansing gel, exuviance,",Exuviance Purifying Cleansing Gel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EX019,EX019,Exuviance Rejuvenating Complex,,,,7,5/2/2015 10:22,,,,"rejuvenating complex, exuviance,",Exuviance Rejuvenating Complex,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EX019-0001,EX019-0001,Exuviance Rejuvenating Complex + 0.3mm Dermal Roller,,,Y,7,5/2/2015 9:10,,EX019,EX019,"rejuvenating complex, exuviance,",,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EX020,EX020,Exuviance Rejuvenating Treatment Masque,,,,6,6/2/2015 11:42,,,,"rejuvenating treatment masque, exuviance,",Exuviance Rejuvenating Treatment Masque,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,,,,N,,N,N,,,Moisturisers & creams
EX022,EX022,Exuviance Coverblend Skin Caring Foundation SPF 15,,,,,1/19/2016 13:27,,,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-0005,EX022-0005,Exuviance Skin Caring Foundation SPF 15 - Ivory,,,Y,3,12/15/2015 13:16,,EX022,,"skin caring foundation, exuviance,",Exuviance Skin Caring Foundation SPF 15 - Ivory,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
EX022-0007,EX022-0007,Exuviance Skin Caring Foundation SPF 15 - Neutral Sand,,,Y,0,12/15/2015 13:16,,EX022,,"skin caring foundation, exuviance,",,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
EX022-0008,EX022-0008,Exuviance Skin Caring Foundation SPF 15 - Terracotta Sand,,,Y,2,12/15/2015 13:16,,EX022,,"skin caring foundation, exuviance,",,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
EX022-0010,EX022-0010,Exuviance Skin Caring Foundation SPF 15 - True Mahogany,,,Y,3,12/15/2015 13:16,,EX022,,"skin caring foundation, exuviance,",,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
EX022-1,EX022-1,Exuviance Coverblend Skin Caring Foundation SPF 20,10/23/2015 0:00,,,,11/4/2015 15:25,,,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 20,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0001,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Bisque,,,Y,5,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0002,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Blush Beige,,,Y,2,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0003,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Classic Beige,,,Y,5,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
